Station_ID,City,Day_Type,Hour,Number_of_Chargers,Past_Occupancy_Rate,Weather,Occupancy
1012,Bangalore,Weekend,8.0,19.0,0.28,Sunny,0
1023,Kochi,Weekday,11.0,9.0,0.88,Sunny,1
1015,Bangalore,Weekday,4.0,13.0,0.92,Rainy,0
1028,Mumbai,Weekend,1.0,10.0,0.85,Cloudy,0
1034,Delhi,Weekend,18.0,4.0,0.42,Rainy,0
1002,Kochi,Weekday,6.0,7.0,0.91,Cloudy,0
1032,Kochi,Weekend,6.0,2.0,0.1,Cloudy,0
1023,Delhi,Weekend,9.0,18.0,0.65,Sunny,1
1022,Kochi,Weekday,16.0,4.0,0.94,Cloudy,1
1025,Bangalore,Weekday,13.0,19.0,0.75,Cloudy,1
1022,Hyderabad,Weekday,10.0,19.0,0.28,Rainy,0
1022,Chennai,Weekday,19.0,3.0,0.72,Rainy,1
1049,Bangalore,Weekday,5.0,5.0,0.29,Cloudy,0
1042,Trivandrum,Weekend,7.0,2.0,0.11,Rainy,0
1006,Trivandrum,Weekday,18.0,11.0,0.72,Rainy,1
1015,Hyderabad,Weekday,18.0,6.0,0.18,Rainy,0
1043,Hyderabad,Weekday,23.0,6.0,0.11,Rainy,0
1037,Kochi,Weekday,23.0,10.0,0.55,Cloudy,0
1033,Mumbai,Weekday,23.0,15.0,0.62,Cloudy,0
1008,Mumbai,Weekday,16.0,14.0,0.05,Cloudy,0
1044,Kochi,Weekend,23.0,14.0,0.0,Cloudy,0
1044,Kochi,Weekday,23.0,2.0,0.88,Cloudy,0
1005,Delhi,Weekend,17.0,18.0,0.12,Sunny,0
1039,Delhi,Weekend,11.0,9.0,0.58,Rainy,1
1004,Chennai,Weekday,8.0,4.0,0.95,Sunny,1
1006,Chennai,Weekday,22.0,18.0,0.51,Cloudy,0
1045,Chennai,Weekend,23.0,13.0,0.14,Rainy,0
1032,Chennai,Weekend,15.0,19.0,0.39,Cloudy,0
1030,Hyderabad,Weekend,17.0,15.0,0.62,Sunny,1
1047,Hyderabad,Weekday,15.0,12.0,0.76,Cloudy,1
1035,Delhi,Weekend,15.0,17.0,0.61,Rainy,1
1040,Mumbai,Weekday,3.0,5.0,0.03,Cloudy,0
1016,Kochi,Weekday,22.0,19.0,0.14,Cloudy,0
1013,Trivandrum,Weekend,21.0,8.0,0.37,Rainy,0
1050,Mumbai,Weekday,6.0,12.0,0.71,Sunny,0
1042,Bangalore,Weekday,0.0,17.0,0.58,Sunny,0
1030,Hyderabad,Weekend,23.0,17.0,0.04,Rainy,0
1019,Chennai,Weekend,22.0,4.0,0.8,Rainy,0
1017,Chennai,Weekday,19.0,10.0,0.61,Sunny,1
1019,Bangalore,Weekend,0.0,9.0,0.89,Rainy,0
1028,Mumbai,Weekday,7.0,8.0,0.42,Sunny,0
1026,Chennai,Weekend,22.0,18.0,0.49,Cloudy,0
1037,Mumbai,Weekend,7.0,12.0,0.41,Sunny,0
1026,Kochi,Weekend,9.0,5.0,0.72,Rainy,1
1023,Bangalore,Weekend,0.0,5.0,0.75,Cloudy,0
1009,Trivandrum,Weekday,20.0,6.0,0.72,Rainy,1
1012,Mumbai,Weekend,20.0,9.0,0.29,Sunny,0
1001,Kochi,Weekday,13.0,11.0,,Cloudy,1
1001,Mumbai,Weekday,13.0,18.0,0.34,Sunny,0
1047,Mumbai,Weekend,9.0,7.0,0.83,Cloudy,1
1034,Chennai,Weekend,18.0,10.0,0.06,Rainy,0
1032,Delhi,Weekend,15.0,11.0,0.04,Sunny,0
1048,Hyderabad,Weekend,8.0,9.0,0.1,Cloudy,0
1025,Mumbai,Weekend,19.0,16.0,0.2,Cloudy,0
1040,Mumbai,Weekday,15.0,19.0,0.04,Cloudy,0
1045,Mumbai,Weekend,19.0,6.0,0.07,Sunny,0
1001,Delhi,Weekday,7.0,19.0,0.31,Rainy,0
1016,Kochi,Weekday,6.0,2.0,0.1,Rainy,0
1039,Trivandrum,Weekday,10.0,3.0,0.8,Cloudy,1
1005,Trivandrum,Weekday,20.0,11.0,0.05,Rainy,0
1022,Bangalore,Weekend,5.0,7.0,0.91,Sunny,0
1029,Chennai,Weekend,14.0,12.0,0.87,Rainy,1
1003,Delhi,Weekday,18.0,19.0,0.21,Rainy,0
1012,Kochi,Weekday,13.0,17.0,0.07,Sunny,0
1026,Mumbai,Weekend,14.0,9.0,0.11,Sunny,0
1016,Kochi,Weekday,5.0,5.0,0.56,Rainy,0
1037,Delhi,Weekend,23.0,12.0,0.6,Rainy,0
1022,Delhi,Weekday,9.0,11.0,0.32,Rainy,0
1029,Delhi,Weekend,13.0,17.0,0.3,Cloudy,0
1014,Bangalore,Weekday,15.0,13.0,0.53,Sunny,1
1028,Hyderabad,Weekday,12.0,4.0,0.31,Cloudy,0
1005,Chennai,Weekday,10.0,12.0,0.93,Cloudy,1
1047,Bangalore,Weekend,2.0,17.0,0.38,Cloudy,0
1049,Bangalore,Weekend,7.0,4.0,0.22,Cloudy,0
1030,Hyderabad,Weekend,2.0,11.0,0.15,Rainy,0
1046,Bangalore,Weekday,1.0,17.0,0.63,Sunny,0
1005,Delhi,Weekday,20.0,8.0,0.33,Rainy,0
1012,Delhi,Weekday,13.0,16.0,0.19,Sunny,0
1016,Kochi,Weekday,19.0,16.0,0.28,Cloudy,0
1026,Mumbai,Weekday,20.0,11.0,0.31,Sunny,0
1026,Bangalore,Weekday,21.0,4.0,0.63,Sunny,0
1048,Mumbai,Weekend,14.0,7.0,0.17,Sunny,0
1021,Chennai,Weekend,2.0,19.0,0.73,Sunny,0
1039,Trivandrum,Weekend,0.0,6.0,0.3,Rainy,0
1036,Delhi,Weekday,14.0,17.0,0.49,Cloudy,0
1033,Kochi,Weekend,19.0,14.0,0.65,Rainy,1
1030,Chennai,Weekday,21.0,4.0,0.54,Cloudy,0
1037,Kochi,Weekday,1.0,16.0,0.66,Rainy,0
1023,Trivandrum,Weekend,17.0,7.0,0.32,Rainy,0
1010,Trivandrum,Weekday,0.0,5.0,0.96,Rainy,0
1005,Hyderabad,Weekday,8.0,16.0,0.46,Sunny,0
1036,Delhi,Weekday,2.0,19.0,0.32,Sunny,0
1034,Chennai,Weekday,1.0,10.0,0.3,Sunny,0
1031,Hyderabad,Weekday,3.0,5.0,0.04,Sunny,0
1010,Trivandrum,Weekend,15.0,17.0,0.68,Rainy,1
1019,Chennai,Weekend,21.0,19.0,0.26,Rainy,0
1032,Kochi,Weekday,0.0,6.0,0.96,Cloudy,0
1001,Hyderabad,Weekday,8.0,14.0,0.21,Sunny,0
1005,Hyderabad,Weekend,7.0,7.0,0.53,Sunny,0
1045,Delhi,Weekend,5.0,13.0,0.74,Sunny,0
1004,Mumbai,Weekend,19.0,16.0,0.87,Sunny,1
1016,Kochi,Weekday,17.0,10.0,0.16,Sunny,0
1024,Kochi,Weekend,15.0,8.0,0.99,Sunny,1
1016,Hyderabad,Weekend,7.0,15.0,0.91,Rainy,0
1002,Hyderabad,Weekday,22.0,17.0,0.96,Sunny,0
1049,Delhi,Weekday,3.0,5.0,0.85,Sunny,0
1028,Mumbai,Weekend,2.0,13.0,0.88,Rainy,0
1032,Kochi,Weekday,14.0,19.0,0.6,Cloudy,1
1027,Trivandrum,Weekend,5.0,9.0,0.85,Rainy,0
1020,Bangalore,Weekend,0.0,18.0,0.53,Sunny,0
1024,Bangalore,Weekday,17.0,4.0,0.54,Rainy,1
1012,Mumbai,Weekday,22.0,5.0,0.56,Sunny,0
1050,Chennai,Weekend,10.0,11.0,1.0,Rainy,1
1035,Delhi,Weekday,2.0,17.0,0.1,Cloudy,0
1033,Mumbai,Weekday,12.0,3.0,0.81,Sunny,1
1033,Bangalore,Weekday,16.0,13.0,0.27,Rainy,0
1043,Hyderabad,Weekday,17.0,17.0,0.36,Rainy,0
1037,Bangalore,Weekday,13.0,11.0,0.08,Rainy,0
1012,Hyderabad,Weekday,6.0,6.0,0.35,Sunny,0
1003,Delhi,Weekday,6.0,13.0,0.99,Rainy,0
1001,Hyderabad,Weekend,13.0,4.0,0.4,Sunny,0
1033,Mumbai,Weekday,23.0,13.0,0.67,Sunny,0
1040,Hyderabad,Weekend,14.0,2.0,0.12,Cloudy,0
1010,Chennai,Weekday,11.0,3.0,0.92,Cloudy,1
1043,Mumbai,Weekend,11.0,12.0,0.83,Rainy,1
1044,Delhi,Weekday,7.0,13.0,0.39,Sunny,0
1029,Mumbai,Weekend,15.0,8.0,0.35,Rainy,0
1013,Chennai,Weekday,8.0,2.0,0.43,Sunny,0
1012,Delhi,Weekend,1.0,14.0,0.4,Sunny,0
1031,Bangalore,Weekday,13.0,14.0,0.26,Rainy,0
1046,Chennai,Weekday,23.0,3.0,0.99,Sunny,0
1002,Delhi,Weekend,23.0,11.0,0.81,Rainy,0
1050,Trivandrum,Weekend,15.0,2.0,0.27,Sunny,0
1035,Hyderabad,Weekday,4.0,8.0,0.98,Rainy,0
1023,Mumbai,Weekend,4.0,14.0,0.02,Rainy,0
1017,Delhi,Weekend,19.0,3.0,0.44,Cloudy,0
1026,Mumbai,Weekday,20.0,8.0,0.57,Cloudy,1
1008,Hyderabad,Weekend,17.0,18.0,0.04,Sunny,0
1029,Delhi,Weekday,17.0,6.0,0.16,Rainy,0
1026,Bangalore,Weekend,4.0,12.0,0.26,Rainy,0
1010,Trivandrum,Weekday,10.0,12.0,0.72,Rainy,1
1026,Trivandrum,Weekend,12.0,12.0,0.94,Rainy,1
1034,Chennai,Weekday,2.0,18.0,0.62,Rainy,0
1041,Delhi,Weekday,16.0,9.0,0.56,Sunny,1
1007,Hyderabad,Weekend,17.0,15.0,0.54,Cloudy,1
1004,Delhi,Weekend,13.0,11.0,0.35,Rainy,0
1050,Mumbai,Weekday,11.0,8.0,0.83,Rainy,1
1045,Kochi,Weekday,13.0,3.0,0.54,Rainy,1
1011,Delhi,Weekend,17.0,18.0,0.23,Sunny,0
1029,Trivandrum,Weekend,100.0,2.0,0.14,Cloudy,0
1036,Trivandrum,Weekend,1.0,14.0,0.99,Cloudy,0
1025,Trivandrum,Weekend,6.0,15.0,0.02,Rainy,0
1021,Bangalore,Weekend,14.0,19.0,0.93,Sunny,1
1036,Delhi,Weekend,9.0,15.0,0.22,Cloudy,0
1010,Chennai,Weekday,14.0,16.0,0.66,Cloudy,1
1037,Delhi,Weekend,16.0,15.0,0.3,Sunny,0
1009,Kochi,Weekend,10.0,6.0,0.86,Cloudy,1
1024,Trivandrum,Weekend,1.0,17.0,0.54,Sunny,0
1035,Mumbai,Weekend,20.0,6.0,0.14,Cloudy,0
1049,Trivandrum,Weekday,17.0,14.0,0.27,Sunny,0
1035,Delhi,Weekday,3.0,17.0,0.32,Rainy,0
1048,Bangalore,Weekday,8.0,16.0,0.89,Cloudy,1
1036,Hyderabad,Weekday,16.0,6.0,0.77,Cloudy,1
1018,Delhi,Weekend,100.0,7.0,0.83,Cloudy,1
1049,Delhi,Weekday,16.0,14.0,0.05,Sunny,0
1039,Chennai,Weekend,15.0,17.0,0.58,Cloudy,1
1032,Bangalore,Weekend,19.0,11.0,1.0,Cloudy,1
1024,Kochi,Weekday,7.0,3.0,0.79,Sunny,0
1023,Hyderabad,Weekday,22.0,14.0,0.12,Cloudy,0
1032,Trivandrum,Weekend,14.0,18.0,0.68,Cloudy,1
1037,Mumbai,Weekday,0.0,2.0,0.75,Sunny,0
1012,Delhi,Weekday,18.0,5.0,0.51,Sunny,1
1049,Kochi,Weekend,14.0,19.0,0.08,Sunny,0
1013,Hyderabad,Weekend,8.0,7.0,0.03,Cloudy,0
1023,Mumbai,Weekend,4.0,13.0,0.94,Rainy,0
1025,Kochi,Weekend,15.0,14.0,0.26,Sunny,0
1035,Bangalore,Weekend,12.0,3.0,0.38,Cloudy,0
1041,Bangalore,Weekday,15.0,18.0,0.8,Rainy,1
1030,Hyderabad,Weekend,21.0,11.0,0.69,Rainy,0
1017,Trivandrum,Weekend,10.0,6.0,0.97,Sunny,1
1049,Mumbai,Weekend,12.0,13.0,0.09,Sunny,0
1020,Bangalore,Weekday,5.0,19.0,0.71,Sunny,0
1048,Hyderabad,Weekend,19.0,10.0,0.08,Sunny,0
1025,Bangalore,Weekend,16.0,12.0,0.0,Sunny,0
1022,Bangalore,Weekday,4.0,5.0,0.12,Cloudy,0
1013,Kochi,Weekend,16.0,11.0,0.62,Cloudy,1
1019,Kochi,Weekend,0.0,2.0,0.68,Sunny,0
1049,Bangalore,Weekend,4.0,3.0,0.44,Cloudy,0
1036,Chennai,Weekday,4.0,10.0,0.05,Sunny,0
1012,Kochi,Weekday,6.0,19.0,0.63,Sunny,0
1041,Mumbai,Weekend,15.0,17.0,0.09,Rainy,0
1019,Hyderabad,Weekend,17.0,15.0,0.14,Sunny,0
1012,Hyderabad,Weekend,5.0,5.0,0.51,Rainy,0
1009,Trivandrum,Weekday,1.0,3.0,0.34,Cloudy,0
1007,Mumbai,Weekday,12.0,13.0,0.46,Sunny,0
1028,Mumbai,Weekday,9.0,6.0,0.64,Rainy,1
1014,Mumbai,Weekday,20.0,5.0,0.16,Rainy,0
1031,Trivandrum,Weekday,19.0,16.0,0.89,Cloudy,1
1019,Mumbai,Weekday,10.0,4.0,0.56,Rainy,1
1047,Delhi,Weekend,20.0,18.0,0.02,Sunny,0
1016,Trivandrum,Weekday,1.0,9.0,0.63,Sunny,0
1005,Hyderabad,Weekend,7.0,13.0,0.46,Rainy,0
1035,Delhi,Weekday,23.0,9.0,0.7,Sunny,0
1012,Trivandrum,Weekend,21.0,6.0,0.78,Sunny,0
1025,Bangalore,Weekday,18.0,7.0,0.94,Rainy,1
1021,Bangalore,Weekend,19.0,6.0,1.0,Cloudy,1
1036,Hyderabad,Weekend,16.0,9.0,0.55,Cloudy,1
1023,Bangalore,Weekend,15.0,19.0,0.56,Sunny,1
1016,Mumbai,Weekday,9.0,5.0,0.02,Rainy,0
1039,Trivandrum,Weekday,4.0,5.0,0.87,Sunny,0
1045,Delhi,Weekday,13.0,6.0,0.03,Sunny,0
1042,Mumbai,Weekend,23.0,16.0,0.63,Rainy,0
1039,Bangalore,Weekend,18.0,7.0,0.1,Cloudy,0
1014,Kochi,Weekend,3.0,17.0,0.29,Sunny,0
1031,Delhi,Weekday,19.0,15.0,0.14,Cloudy,0
1005,Mumbai,Weekday,15.0,15.0,0.14,Sunny,0
1035,Trivandrum,Weekend,23.0,17.0,0.07,Rainy,0
1023,Hyderabad,Weekday,14.0,5.0,0.32,Rainy,0
1029,Mumbai,Weekday,8.0,12.0,0.42,Cloudy,0
1043,Kochi,Weekday,2.0,9.0,0.46,Sunny,0
1011,Bangalore,Weekday,22.0,11.0,0.44,Rainy,0
1018,Delhi,Weekend,8.0,6.0,0.52,Sunny,1
1047,Hyderabad,Weekday,17.0,17.0,0.86,Sunny,1
1012,Delhi,Weekday,3.0,4.0,0.63,Cloudy,0
1009,Hyderabad,Weekend,18.0,11.0,0.02,Sunny,0
1010,Trivandrum,Weekend,23.0,14.0,0.17,Sunny,0
1044,Delhi,Weekday,3.0,8.0,0.35,Cloudy,0
1017,Bangalore,Weekday,8.0,13.0,0.95,Rainy,1
1038,Trivandrum,Weekday,0.0,15.0,0.08,Sunny,0
1007,Trivandrum,Weekday,0.0,11.0,0.71,Sunny,0
1046,Hyderabad,Weekend,19.0,10.0,0.03,Rainy,0
1013,Chennai,Weekend,18.0,13.0,0.36,Cloudy,0
1040,Delhi,Weekend,2.0,4.0,0.77,Rainy,0
1042,Delhi,Weekday,9.0,14.0,0.34,Sunny,0
1009,Mumbai,Weekday,11.0,7.0,0.43,Sunny,0
1050,Hyderabad,Weekend,17.0,7.0,0.91,Cloudy,1
1027,Kochi,Weekday,13.0,8.0,0.07,Cloudy,0
1002,Chennai,Weekend,9.0,5.0,0.53,Rainy,1
1005,Bangalore,Weekend,9.0,6.0,0.37,Cloudy,0
1029,Mumbai,Weekend,17.0,2.0,0.96,Rainy,1
1037,Chennai,Weekend,23.0,19.0,0.79,Rainy,0
1038,Hyderabad,Weekend,0.0,18.0,0.12,Sunny,0
1019,Chennai,Weekend,14.0,10.0,0.93,Rainy,1
1008,Trivandrum,Weekend,7.0,10.0,0.21,Rainy,0
1048,Delhi,Weekday,2.0,11.0,,Cloudy,0
1045,Trivandrum,Weekend,17.0,18.0,0.54,Cloudy,1
1001,Delhi,Weekend,8.0,14.0,0.74,Sunny,1
1022,Mumbai,Weekday,15.0,5.0,0.72,Sunny,1
1017,Hyderabad,Weekend,20.0,19.0,0.53,Sunny,1
1007,Hyderabad,Weekday,14.0,19.0,0.49,Rainy,0
1025,Chennai,Weekend,4.0,10.0,0.97,Cloudy,0
1045,Mumbai,Weekday,12.0,4.0,0.82,Rainy,1
1004,Hyderabad,Weekday,21.0,8.0,0.7,Sunny,0
1036,Kochi,Weekday,19.0,16.0,0.2,Cloudy,0
1006,Kochi,Weekend,6.0,10.0,0.82,Rainy,0
1031,Trivandrum,Weekday,15.0,10.0,0.75,Cloudy,1
1019,Delhi,Weekend,6.0,5.0,0.99,Rainy,0
1044,Chennai,Weekend,21.0,19.0,0.13,Sunny,0
1039,Bangalore,Weekend,15.0,18.0,0.72,Rainy,1
1027,Delhi,Weekend,12.0,7.0,0.98,Rainy,1
1010,Mumbai,Weekend,16.0,8.0,0.46,Sunny,0
1026,Hyderabad,Weekend,8.0,11.0,0.73,Sunny,1
1019,Delhi,Weekend,11.0,200.0,0.98,Rainy,1
1039,Bangalore,Weekday,12.0,7.0,0.55,Rainy,1
1003,Bangalore,Weekend,8.0,7.0,0.7,Rainy,1
1045,Kochi,Weekend,4.0,9.0,0.02,Sunny,0
1013,Mumbai,Weekday,6.0,10.0,0.52,Sunny,0
1050,Delhi,Weekend,0.0,2.0,0.26,Sunny,0
1028,Chennai,Weekday,3.0,17.0,0.13,Cloudy,0
1020,Delhi,Weekday,3.0,7.0,0.71,Cloudy,0
1028,Kochi,Weekend,15.0,9.0,0.04,Sunny,0
1008,Trivandrum,Weekend,4.0,16.0,0.9,Cloudy,0
1041,Bangalore,Weekday,21.0,13.0,0.52,Cloudy,0
1039,Mumbai,Weekend,3.0,11.0,0.65,Rainy,0
1001,Mumbai,Weekday,5.0,17.0,0.25,Rainy,0
1003,Chennai,Weekday,22.0,16.0,0.18,Rainy,0
1013,Mumbai,Weekend,2.0,200.0,0.24,Cloudy,0
1028,Kochi,Weekday,7.0,8.0,0.23,Cloudy,0
1049,Kochi,Weekend,16.0,9.0,0.86,Rainy,1
1025,Kochi,Weekend,,12.0,0.79,Rainy,1
1033,Mumbai,Weekday,17.0,10.0,0.85,Sunny,1
1038,Mumbai,Weekday,11.0,8.0,0.73,Cloudy,1
1006,Kochi,Weekend,0.0,16.0,0.64,Rainy,0
1044,Mumbai,Weekend,22.0,16.0,0.53,Rainy,0
1045,Mumbai,Weekend,11.0,17.0,0.27,Rainy,0
1032,Bangalore,Weekday,10.0,4.0,0.71,Cloudy,1
1045,Delhi,Weekend,12.0,17.0,0.14,Rainy,0
1047,Hyderabad,Weekday,2.0,16.0,0.51,Rainy,0
1021,Mumbai,Weekday,7.0,2.0,0.2,Rainy,0
1016,Hyderabad,Weekday,2.0,15.0,0.5,Rainy,0
1021,Trivandrum,Weekend,16.0,12.0,0.29,Rainy,0
1011,Hyderabad,Weekday,12.0,4.0,0.05,Sunny,0
1037,Bangalore,Weekend,9.0,10.0,0.5,Rainy,0
1036,Mumbai,Weekday,16.0,7.0,0.18,Sunny,0
1035,Kochi,Weekend,2.0,17.0,0.16,Cloudy,0
1019,Hyderabad,Weekend,12.0,12.0,0.38,Cloudy,0
1020,Mumbai,Weekday,21.0,19.0,0.36,Cloudy,0
1018,Chennai,Weekend,5.0,18.0,0.87,Cloudy,0
1047,Trivandrum,Weekday,13.0,18.0,0.56,Cloudy,1
1041,Kochi,Weekday,100.0,100.0,0.85,Rainy,1
1049,Chennai,Weekday,19.0,16.0,0.15,Rainy,0
1014,Chennai,Weekday,15.0,11.0,0.36,Cloudy,0
1015,Hyderabad,Weekday,17.0,9.0,0.56,Rainy,1
1031,Chennai,Weekday,12.0,18.0,0.15,Sunny,0
1001,Bangalore,Weekday,9.0,5.0,0.13,Sunny,0
1003,Bangalore,Weekend,5.0,9.0,0.66,Rainy,0
1016,Hyderabad,Weekday,9.0,3.0,0.65,Cloudy,1
1023,Mumbai,Weekday,4.0,9.0,0.23,Cloudy,0
1011,Delhi,Weekend,5.0,8.0,0.23,Sunny,0
1012,Mumbai,Weekend,6.0,10.0,0.75,Rainy,0
1010,Mumbai,Weekday,10.0,19.0,0.12,Sunny,0
1032,Mumbai,Weekday,15.0,18.0,0.92,Rainy,1
1016,Mumbai,Weekday,11.0,2.0,0.94,Cloudy,1
1008,Kochi,Weekend,11.0,13.0,0.87,Sunny,1
1038,Delhi,Weekday,22.0,5.0,0.21,Rainy,0
1012,Kochi,Weekend,19.0,18.0,0.02,Cloudy,0
1024,Chennai,Weekday,4.0,8.0,0.94,Rainy,0
1028,Trivandrum,Weekday,15.0,4.0,0.34,Cloudy,0
1008,Mumbai,Weekend,5.0,2.0,0.31,Rainy,0
1028,Trivandrum,Weekday,8.0,3.0,0.26,Sunny,0
1036,Bangalore,Weekday,4.0,7.0,0.24,Rainy,0
1026,Hyderabad,Weekday,20.0,12.0,0.73,Sunny,1
1008,Hyderabad,Weekend,22.0,5.0,0.91,Sunny,0
1050,Kochi,Weekday,15.0,2.0,0.79,Sunny,1
1028,Kochi,Weekday,17.0,12.0,0.67,Cloudy,1
1028,Bangalore,Weekend,18.0,17.0,0.29,Sunny,0
1037,Mumbai,Weekend,11.0,7.0,0.55,Sunny,1
1041,Trivandrum,Weekday,1.0,12.0,0.24,Sunny,0
1036,Trivandrum,Weekday,9.0,9.0,0.11,Cloudy,0
1027,Delhi,Weekend,11.0,2.0,0.12,Rainy,0
1017,Chennai,Weekday,13.0,15.0,0.6,Cloudy,1
1009,Hyderabad,Weekday,17.0,3.0,0.04,Cloudy,0
1033,Chennai,Weekend,18.0,7.0,0.97,Rainy,1
1020,Delhi,Weekday,5.0,10.0,1.0,Rainy,0
1013,Kochi,Weekday,4.0,15.0,0.15,Sunny,0
1028,Trivandrum,Weekend,15.0,9.0,0.43,Sunny,0
1048,Hyderabad,Weekday,13.0,4.0,0.77,Rainy,1
1029,Chennai,Weekday,12.0,11.0,0.96,Rainy,1
1013,Kochi,Weekday,20.0,19.0,0.89,Cloudy,1
1046,Delhi,Weekend,1.0,10.0,0.25,Cloudy,0
1035,Chennai,Weekday,1.0,10.0,0.09,Cloudy,0
1006,Trivandrum,Weekend,11.0,14.0,0.29,Rainy,0
1018,Mumbai,Weekend,0.0,2.0,0.44,Sunny,0
1005,Kochi,Weekday,18.0,18.0,0.36,Cloudy,0
1047,Delhi,Weekend,15.0,5.0,0.77,Cloudy,1
1025,Chennai,Weekday,6.0,5.0,0.26,Rainy,0
1002,Trivandrum,Weekday,20.0,17.0,0.86,Cloudy,1
1010,Mumbai,Weekday,6.0,17.0,0.23,Rainy,0
1030,Mumbai,Weekend,15.0,16.0,0.36,Sunny,0
1050,Delhi,Weekday,5.0,7.0,0.45,Cloudy,0
1045,Bangalore,Weekday,17.0,,0.29,Cloudy,0
1005,Trivandrum,Weekday,0.0,11.0,0.77,Cloudy,0
1033,Trivandrum,Weekend,0.0,8.0,0.41,Rainy,0
1001,Hyderabad,Weekend,13.0,8.0,0.89,Rainy,1
1018,Delhi,Weekday,5.0,11.0,0.96,Sunny,0
1032,Mumbai,Weekday,5.0,11.0,0.86,Rainy,0
1047,Mumbai,Weekday,3.0,16.0,,Cloudy,0
1049,Delhi,Weekday,11.0,7.0,0.51,Cloudy,1
1011,Bangalore,Weekend,17.0,3.0,0.22,Rainy,0
1021,Hyderabad,Weekend,9.0,9.0,0.59,Sunny,1
1026,Chennai,Weekend,2.0,16.0,0.95,Rainy,0
1025,Delhi,Weekend,2.0,19.0,0.08,Rainy,0
1022,Hyderabad,Weekend,7.0,6.0,0.75,Cloudy,0
1027,Trivandrum,Weekend,21.0,5.0,0.87,Cloudy,0
1049,Hyderabad,Weekend,22.0,11.0,0.99,Cloudy,0
1013,Kochi,Weekday,0.0,15.0,0.33,Rainy,0
1033,Mumbai,Weekday,17.0,14.0,0.36,Rainy,0
1034,Chennai,Weekday,14.0,11.0,0.23,Sunny,0
1041,Delhi,Weekday,20.0,7.0,0.79,Cloudy,1
1035,Mumbai,Weekday,19.0,14.0,0.14,Sunny,0
1001,Kochi,Weekday,16.0,12.0,0.27,Cloudy,0
1021,Kochi,Weekend,10.0,16.0,0.3,Sunny,0
1048,Mumbai,Weekday,12.0,3.0,0.37,Cloudy,0
1006,Bangalore,Weekend,19.0,16.0,0.42,Rainy,0
1028,Hyderabad,Weekday,9.0,18.0,0.56,Cloudy,1
1017,Delhi,Weekend,12.0,19.0,0.95,Sunny,1
1005,Delhi,Weekend,16.0,7.0,0.25,Sunny,0
1031,Delhi,Weekday,20.0,16.0,0.78,Cloudy,1
1005,Mumbai,Weekday,0.0,18.0,0.68,Rainy,0
1038,Trivandrum,Weekday,19.0,10.0,0.12,Cloudy,0
1003,Bangalore,Weekday,15.0,13.0,0.81,Rainy,1
1023,Chennai,Weekday,15.0,6.0,0.09,Cloudy,0
1037,Kochi,Weekend,20.0,15.0,0.74,Rainy,1
1037,Mumbai,Weekday,2.0,9.0,0.72,Cloudy,0
1010,Trivandrum,Weekend,1.0,18.0,0.69,Cloudy,0
1010,Chennai,Weekend,5.0,10.0,0.28,Rainy,0
1019,Kochi,Weekend,10.0,4.0,0.57,Rainy,1
1017,Kochi,Weekday,2.0,8.0,0.76,Cloudy,0
1021,Bangalore,Weekday,0.0,13.0,0.64,Sunny,0
1014,Hyderabad,Weekday,10.0,4.0,0.8,Rainy,1
1009,Delhi,Weekday,12.0,10.0,0.69,Sunny,1
1046,Chennai,Weekday,4.0,15.0,0.27,Sunny,0
1001,Mumbai,Weekday,17.0,19.0,0.15,Sunny,0
1045,Chennai,Weekend,14.0,12.0,0.63,Sunny,1
1013,Hyderabad,Weekday,17.0,5.0,0.76,Cloudy,1
1004,Delhi,Weekend,14.0,9.0,0.14,Rainy,0
1001,Chennai,Weekend,19.0,19.0,0.17,Cloudy,0
1049,Hyderabad,Weekday,19.0,14.0,0.01,Cloudy,0
1040,Mumbai,Weekday,19.0,5.0,0.53,Cloudy,1
1032,Bangalore,Weekday,6.0,11.0,0.54,Cloudy,0
1034,Trivandrum,Weekday,16.0,9.0,0.5,Cloudy,0
1028,Kochi,Weekday,7.0,13.0,0.32,Rainy,0
1031,Mumbai,Weekday,12.0,13.0,0.43,Cloudy,0
1008,Delhi,Weekend,15.0,3.0,0.77,Cloudy,1
1039,Kochi,Weekend,9.0,9.0,0.18,Cloudy,0
1026,Trivandrum,Weekend,13.0,14.0,0.2,Sunny,0
1034,Mumbai,Weekend,5.0,2.0,0.67,Cloudy,0
1003,Mumbai,Weekend,19.0,4.0,0.87,Rainy,1
1050,Mumbai,Weekend,21.0,3.0,0.34,Rainy,0
1012,Mumbai,Weekday,6.0,9.0,0.93,Rainy,0
1001,Kochi,Weekday,5.0,4.0,0.06,Sunny,0
1044,Delhi,Weekday,16.0,16.0,0.12,Rainy,0
1005,Trivandrum,Weekend,20.0,3.0,0.46,Sunny,0
1030,Hyderabad,Weekend,23.0,18.0,0.72,Rainy,0
1030,Chennai,Weekend,7.0,7.0,0.37,Sunny,0
1017,Bangalore,Weekday,11.0,2.0,0.55,Rainy,1
1048,Trivandrum,Weekday,3.0,5.0,0.03,Cloudy,0
1047,Chennai,Weekday,9.0,8.0,0.46,Rainy,0
1023,Chennai,Weekend,5.0,15.0,0.24,Rainy,0
1015,Bangalore,Weekend,6.0,15.0,0.52,Rainy,0
